,word_embedding,MTurk,MEN,WS353,Rubenstein_and_Goodenough,Rare_Words,SimLex999,TR9856,Google_analogy,MSR,MSR_WordRep,SemEval2012_2
0,GloVe,0.6331819978847202,0.7374646969805517,0.5433255613304138,0.7695249788612132,0.36698186025023044,0.37050035710869067,0.09671673395068581,0.7173557101923864,0.61425,0.2338581984517945,0.1639634887836932
0,CBOW,0.6307236660949626,0.6910937302751979,0.6082035338225685,0.7798843892554255,0.3365195249967598,0.3912038937986199,0.12888816551563873,0.5505014326647565,0.49275,0.1557441942294159,0.1753307895300186
0,Skip-grams,0.6381339436654516,0.711032012174592,0.621017694743692,0.7589251602089073,0.37591889871006295,0.38773351869700595,0.15410225724371693,0.6471039705280393,0.551375,0.19381597466572836,0.1986162234064658
0,PDC,0.672333057452692,0.7726483374196268,0.7335298197006004,0.7900689572801152,0.47239269756591235,0.42688240369049174,0.20727491726529151,0.7475951698731068,0.596375,0.2485661505981703,0.17407363050756555
0,HDC,0.6576701299876498,0.7603351608999048,0.7168732040109569,0.8058047705371465,0.463446734611335,0.4068323713010924,0.20709241131932626,0.7312730249693,0.564375,0.2468640042223786,0.1845113454044886
0,SG_GoogleNews,0.6815064297688348,0.7585110810100921,0.7000166486272194,0.7607828603850846,0.49704752780279965,0.44196551091403796,0.18029302543604522,0.40181129758493656,0.711875,0.19298469387755102,0.20406019467135425
0,LexVec,0.7115549352518812,0.8091866261642531,0.6927905188325773,0.7645419713298198,0.4894173710090232,0.4193212730544379,0.12090252418854357,0.7103970528039296,0.601125,0.23202850105559464,0.16797406647749852
0,Conceptnet_numberbatch,0.7197183228296197,0.859637745749473,0.754611288190992,0.9098796909954566,0.5454422117278859,0.6505248465442232,0.13278805080523653,0.3812423250102333,0.539375,0.15288089373680508,0.23810181362587327
